Ensembl_ID	Symbol	chrom	chromStart	chromEnd	ClassType
ENSG00000173020.9	ADRBK1	chr11	67266410	67286556	protein_coding
ENSG00000100077.13	ADRBK2	chr22	25564849	25729294	protein_coding
ENSG00000130706.11	ADRM1	chr20	62302093	62308862	protein_coding
ENSG00000239900.10	ADSL	chr22	40346500	40369367	protein_coding
ENSG00000035687.9	ADSS	chr1	244408494	244452134	protein_coding
ENSG00000185100.9	ADSSL1	chr14	104724186	104747325	protein_coding
ENSG00000111863.11	ADTRP	chr6	11712054	11807046	protein_coding
ENSG00000106624.7	AEBP1	chr7	44104361	44114562	protein_coding
ENSG00000139154.13	AEBP2	chr12	19404045	19720801	protein_coding
ENSG00000181026.14	AEN	chr15	88621296	88632282	protein_coding
ENSG00000104964.13	AES	chr19	3052910	3063107	protein_coding
ENSG00000250232.1	AF196779.12	chrX	49071726	49079887	protein_coding
ENSG00000196526.9	AFAP1	chr4	7758714	7939926	protein_coding
ENSG00000157510.12	AFAP1L1	chr5	149271871	149341802	protein_coding
ENSG00000169129.13	AFAP1L2	chr10	114294824	114404756	protein_coding
ENSG00000172493.19	AFF1	chr4	86935002	87141054	protein_coding
ENSG00000155966.12	AFF2	chrX	148500619	149000663	protein_coding
ENSG00000281817.1	AFF2	chrX	148501098	148991332	protein_coding
ENSG00000144218.17	AFF3	chr2	99545419	100142739	protein_coding
ENSG00000072364.11	AFF4	chr5	132875379	132963634	protein_coding
ENSG00000141385.8	AFG3L2	chr18	12328944	12377314	protein_coding
ENSG00000079557.4	AFM	chr4	73481683	73504001	protein_coding
ENSG00000183077.14	AFMID	chr17	78187317	78207701	protein_coding
ENSG00000081051.6	AFP	chr4	73431138	73456174	protein_coding
ENSG00000119844.13	AFTPH	chr2	64524305	64593005	protein_coding
ENSG00000038002.7	AGA	chr4	177430770	177442503	protein_coding
ENSG00000157985.16	AGAP1	chr2	235494089	236131800	protein_coding
ENSG00000135439.10	AGAP2	chr12	57723761	57742157	protein_coding
ENSG00000133612.17	AGAP3	chr7	151085831	151144436	protein_coding
ENSG00000188234.12	AGAP4	chr10	45825594	45853875	protein_coding
ENSG00000172650.11	AGAP5	chr10	73674285	73698159	protein_coding
ENSG00000204149.8	AGAP6	chr10	49982190	50010499	protein_coding
ENSG00000166748.11	AGBL1	chr15	86141996	87029052	protein_coding
ENSG00000165923.14	AGBL2	chr11	47659591	47715389	protein_coding
ENSG00000146856.13	AGBL3	chr7	134986508	135147963	protein_coding
ENSG00000186094.15	AGBL4	chr1	48532855	50023913	protein_coding
ENSG00000084693.14	AGBL5	chr2	27042364	27070622	protein_coding
ENSG00000204305.12	AGER	chr6	32180968	32184324	protein_coding
ENSG00000173744.16	AGFG1	chr2	227472152	227561214	protein_coding
ENSG00000106351.11	AGFG2	chr7	100539211	100568219	protein_coding
ENSG00000164252.11	AGGF1	chr5	77029251	77065234	protein_coding
ENSG00000006530.14	AGK	chr7	141551189	141655244	protein_coding
ENSG00000162688.14	AGL	chr1	99850084	99924023	protein_coding
ENSG00000116771.5	AGMAT	chr1	15572353	15585110	protein_coding
ENSG00000187546.12	AGMO	chr7	15200318	15562015	protein_coding
ENSG00000204310.9	AGPAT1	chr6	32168212	32178096	protein_coding
ENSG00000169692.11	AGPAT2	chr9	136673143	136687423	protein_coding
ENSG00000160216.17	AGPAT3	chr21	43865186	43986536	protein_coding
ENSG00000026652.12	AGPAT4	chr6	161129979	161274061	protein_coding
ENSG00000155189.10	AGPAT5	chr8	6708357	6759666	protein_coding
ENSG00000018510.11	AGPS	chr2	177392644	177543836	protein_coding
ENSG00000106541.10	AGR2	chr7	16791811	16833433	protein_coding
ENSG00000173467.7	AGR3	chr7	16859405	16881987	protein_coding
ENSG00000188157.12	AGRN	chr1	1020123	1056118	protein_coding
ENSG00000159723.4	AGRP	chr16	67482571	67483813	protein_coding
ENSG00000135744.7	AGT	chr1	230702523	230714297	protein_coding
ENSG00000135049.14	AGTPBP1	chr9	85546539	85742029	protein_coding
ENSG00000144891.16	AGTR1	chr3	148697784	148743008	protein_coding
ENSG00000180772.6	AGTR2	chrX	116170722	116174972	protein_coding
ENSG00000177674.14	AGTRAP	chr1	11736084	11754802	protein_coding
ENSG00000172482.4	AGXT	chr2	240868479	240880502	protein_coding
ENSG00000113492.12	AGXT2	chr5	34998101	35048135	protein_coding
ENSG00000153207.13	AHCTF1	chr1	246839098	246931978	protein_coding
ENSG00000101444.11	AHCY	chr20	34280268	34311802	protein_coding
ENSG00000168710.16	AHCYL1	chr1	109984686	110023741	protein_coding
ENSG00000158467.15	AHCYL2	chr7	129225023	129430211	protein_coding
ENSG00000126705.12	AHDC1	chr1	27534035	27604431	protein_coding
ENSG00000135541.19	AHI1	chr6	135283532	135497776	protein_coding
ENSG00000124942.12	AHNAK	chr11	62433542	62556235	protein_coding
ENSG00000185567.6	AHNAK2	chr14	104937244	104978357	protein_coding
ENSG00000106546.11	AHR	chr7	17298622	17346152	protein_coding
ENSG00000063438.15	AHRR	chr5	304176	438291	protein_coding
ENSG00000100591.6	AHSA1	chr14	77457870	77469474	protein_coding
ENSG00000173209.21	AHSA2	chr2	61177418	61191203	protein_coding
ENSG00000145192.11	AHSG	chr3	186612923	186621318	protein_coding
ENSG00000169877.8	AHSP	chr16	31527864	31528803	protein_coding
ENSG00000111732.9	AICDA	chr12	8602166	8612871	protein_coding
ENSG00000186063.11	AIDA	chr1	222668013	222713210	protein_coding
ENSG00000204472.11	AIF1	chr6	31615184	31617021	protein_coding
ENSG00000126878.11	AIF1L	chr9	131096476	131123152	protein_coding
ENSG00000156709.12	AIFM1	chrX	130129362	130165887	protein_coding
ENSG00000042286.13	AIFM2	chr10	70098223	70132934	protein_coding
ENSG00000183773.14	AIFM3	chr22	20965108	20981360	protein_coding
ENSG00000146416.15	AIG1	chr6	143060496	143340304	protein_coding
ENSG00000112297.13	AIM1	chr6	106511855	106570451	protein_coding
ENSG00000176092.12	AIM1L	chr1	26321859	26354130	protein_coding
ENSG00000163568.12	AIM2	chr1	159062484	159147096	protein_coding
ENSG00000164022.15	AIMP1	chr4	106315544	106349226	protein_coding
ENSG00000106305.8	AIMP2	chr7	6009245	6023834	protein_coding
ENSG00000110711.8	AIP	chr11	67483041	67491103	protein_coding
ENSG00000129221.13	AIPL1	chr17	6393693	6435199	protein_coding
ENSG00000160224.15	AIRE	chr21	44285838	44298648	protein_coding
ENSG00000196581.9	AJAP1	chr1	4654732	4792534	protein_coding
ENSG00000129474.14	AJUBA	chr14	22971174	22982642	protein_coding
ENSG00000106992.16	AK1	chr9	127866480	127877743	protein_coding
ENSG00000004455.15	AK2	chr1	33007940	33080996	protein_coding
ENSG00000147853.15	AK3	chr9	4709559	4742043	protein_coding
ENSG00000162433.13	AK4	chr1	65147549	65232145	protein_coding
ENSG00000154027.17	AK5	chr1	77282051	77559969	protein_coding
ENSG00000140057.7	AK7	chr14	96392111	96489427	protein_coding
ENSG00000165695.8	AK8	chr9	132725578	132878777	protein_coding
ENSG00000155085.14	AK9	chr6	109492856	109691217	protein_coding
ENSG00000121057.11	AKAP1	chr17	57085092	57121349	protein_coding
ENSG00000108599.13	AKAP10	chr17	19904302	19978343	protein_coding
ENSG00000023516.8	AKAP11	chr13	42272153	42323267	protein_coding
ENSG00000131016.15	AKAP12	chr6	151239999	151358557	protein_coding
ENSG00000170776.18	AKAP13	chr15	85380571	85749358	protein_coding
ENSG00000186471.11	AKAP14	chrX	119895837	119920716	protein_coding
ENSG00000197976.9	AKAP17A	chrX	1591593	1602514	protein_coding
ENSGR0000197976.9	AKAP17A	chrY	1591593	1602514	protein_coding
ENSG00000241978.8	AKAP2	chr9	110048598	110172512	protein_coding
ENSG00000111254.6	AKAP3	chr12	4615508	4649047	protein_coding
ENSG00000147081.13	AKAP4	chrX	50190768	50201013	protein_coding
ENSG00000179841.8	AKAP5	chr14	64465499	64474503	protein_coding
ENSG00000151320.9	AKAP6	chr14	32329273	32837681	protein_coding
ENSG00000118507.14	AKAP7	chr6	131135666	131283535	protein_coding
ENSG00000105127.7	AKAP8	chr19	15353385	15379798	protein_coding
ENSG00000011243.16	AKAP8L	chr19	15380048	15419141	protein_coding
ENSG00000127914.15	AKAP9	chr7	91940867	92110673	protein_coding
ENSG00000166452.10	AKIP1	chr11	8911139	8920084	protein_coding
ENSG00000174574.14	AKIRIN1	chr1	38991223	39006059	protein_coding
ENSG00000135334.8	AKIRIN2	chr6	87675072	87702209	protein_coding
ENSG00000106948.15	AKNA	chr9	114334156	114394405	protein_coding
ENSG00000162641.17	AKNAD1	chr1	108815898	108858228	protein_coding
ENSG00000117448.12	AKR1A1	chr1	45550543	45570049	protein_coding
ENSG00000085662.12	AKR1B1	chr7	134442350	134459284	protein_coding
ENSG00000198074.8	AKR1B10	chr7	134527592	134541408	protein_coding
ENSG00000227471.7	AKR1B15	chr7	134549136	134579875	protein_coding
ENSG00000187134.11	AKR1C1	chr10	4963253	5107522	protein_coding
ENSG00000151632.15	AKR1C2	chr10	4922564	5135226	protein_coding
ENSG00000196139.10	AKR1C3	chr10	5035354	5107686	protein_coding
ENSG00000198610.9	AKR1C4	chr10	5195462	5218949	protein_coding
ENSG00000264006.5	AKR1C8P	chr10	5154143	5185187	protein_coding
ENSG00000122787.13	AKR1D1	chr7	138002324	138117986	protein_coding
ENSG00000165568.16	AKR1E2	chr10	4786629	4848062	protein_coding
ENSG00000053371.11	AKR7A2	chr1	19303965	19312146	protein_coding
ENSG00000162482.4	AKR7A3	chr1	19282558	19289250	protein_coding
ENSG00000142208.14	AKT1	chr14	104769349	104795751	protein_coding
ENSG00000204673.9	AKT1S1	chr19	49869033	49878459	protein_coding
ENSG00000105221.15	AKT2	chr19	40230317	40285536	protein_coding
ENSG00000117020.15	AKT3	chr1	243488233	243851079	protein_coding
ENSG00000166971.15	AKTIP	chr16	53491040	53504411	protein_coding
ENSG00000111780.8	AL021546.6	chr12	120438198	120460006	protein_coding
ENSG00000229674.1	AL121578.7	chrX	37994344	37994790	protein_coding
ENSG00000148218.14	ALAD	chr9	113386317	113401333	protein_coding
ENSG00000023330.13	ALAS1	chr3	52198086	52214327	protein_coding
ENSG00000158578.17	ALAS2	chrX	55009055	55031064	protein_coding
ENSG00000163631.15	ALB	chr4	73397114	73421412	protein_coding
ENSG00000170017.11	ALCAM	chr3	105366909	105576900	protein_coding
ENSG00000161618.8	ALDH16A1	chr19	49453169	49471048	protein_coding
ENSG00000059573.7	ALDH18A1	chr10	95605929	95656706	protein_coding
ENSG00000165092.11	ALDH1A1	chr9	72900662	73080442	protein_coding
ENSG00000128918.13	ALDH1A2	chr15	57953424	58497866	protein_coding
ENSG00000184254.15	ALDH1A3	chr15	100877714	100916626	protein_coding
ENSG00000137124.6	ALDH1B1	chr9	38392664	38398661	protein_coding
ENSG00000144908.12	ALDH1L1	chr3	126103562	126197994	protein_coding
ENSG00000136010.12	ALDH1L2	chr12	105019784	105084577	protein_coding
ENSG00000111275.11	ALDH2	chr12	111766887	111817529	protein_coding
ENSG00000108602.16	ALDH3A1	chr17	19737984	19748943	protein_coding
ENSG00000072210.17	ALDH3A2	chr17	19648136	19677598	protein_coding
ENSG00000006534.14	ALDH3B1	chr11	68008578	68029282	protein_coding
ENSG00000132746.13	ALDH3B2	chr11	67662162	67681200	protein_coding
ENSG00000159423.15	ALDH4A1	chr1	18871430	18902781	protein_coding
ENSG00000112294.11	ALDH5A1	chr6	24494852	24537207	protein_coding
ENSG00000119711.11	ALDH6A1	chr14	74056850	74084493	protein_coding
ENSG00000164904.14	ALDH7A1	chr5	126541841	126595418	protein_coding
ENSG00000118514.12	ALDH8A1	chr6	134917390	134950122	protein_coding
ENSG00000143149.11	ALDH9A1	chr1	165662216	165698863	protein_coding
ENSG00000149925.15	ALDOA	chr16	30053090	30070457	protein_coding
ENSG00000136872.16	ALDOB	chr9	101420578	101435823	protein_coding
ENSG00000109107.12	ALDOC	chr17	28573115	28577264	protein_coding
ENSG00000033011.10	ALG1	chr16	5033960	5087379	protein_coding
ENSG00000139133.5	ALG10	chr12	34022281	34029694	protein_coding
ENSG00000175548.7	ALG10B	chr12	38316578	38329728	protein_coding
ENSG00000253710.2	ALG11	chr13	52012398	52029664	protein_coding
ENSG00000182858.12	ALG12	chr22	49900229	49918458	protein_coding
ENSG00000101901.9	ALG13	chrX	111665811	111760649	protein_coding
ENSG00000172339.9	ALG14	chr1	94974407	95072945	protein_coding
ENSG00000189366.8	ALG1L	chr3	125929275	125937039	protein_coding
ENSG00000251287.7	ALG1L2	chr3	130081831	130113227	protein_coding
ENSG00000119523.9	ALG2	chr9	99216426	99221956	protein_coding
ENSG00000214160.8	ALG3	chr3	184242301	184249548	protein_coding
ENSG00000120697.7	ALG5	chr13	36949775	37000261	protein_coding
ENSG00000088035.14	ALG6	chr1	63367590	63438562	protein_coding
ENSG00000159063.11	ALG8	chr11	78100936	78139660	protein_coding
ENSG00000086848.13	ALG9	chr11	111782195	111871581	protein_coding
ENSG00000171094.14	ALK	chr2	29192774	29921566	protein_coding
ENSG00000100601.8	ALKBH1	chr14	77672404	77708020	protein_coding
ENSG00000189046.9	ALKBH2	chr12	109088188	109093631	protein_coding
ENSG00000166199.11	ALKBH3	chr11	43880811	43920266	protein_coding
ENSG00000160993.3	ALKBH4	chr7	102456238	102464876	protein_coding
ENSG00000091542.8	ALKBH5	chr17	18183078	18209954	protein_coding
ENSG00000239382.9	ALKBH6	chr19	36009120	36014239	protein_coding
ENSG00000125652.6	ALKBH7	chr19	6372433	6375251	protein_coding
ENSG00000137760.13	ALKBH8	chr11	107502726	107565746	protein_coding
ENSG00000151360.8	ALLC	chr2	3658195	3702671	protein_coding
ENSG00000116127.16	ALMS1	chr2	73385758	73610793	protein_coding
ENSG00000108839.10	ALOX12	chr17	6996065	7010736	protein_coding
ENSG00000179477.8	ALOX12B	chr17	8072636	8087703	protein_coding
ENSG00000161905.11	ALOX15	chr17	4630902	4642294	protein_coding
ENSG00000179593.14	ALOX15B	chr17	8039017	8049134	protein_coding
ENSG00000012779.9	ALOX5	chr10	45374176	45446119	protein_coding
ENSG00000132965.8	ALOX5AP	chr13	30713478	30764426	protein_coding
ENSG00000179148.8	ALOXE3	chr17	8095900	8119047	protein_coding
ENSG00000163295.4	ALPI	chr2	232456123	232460032	protein_coding
ENSG00000073331.16	ALPK1	chr4	112285509	112442620	protein_coding
ENSG00000198796.6	ALPK2	chr18	58481247	58628957	protein_coding
ENSG00000136383.6	ALPK3	chr15	84816680	84873482	protein_coding
ENSG00000162551.12	ALPL	chr1	21509372	21578412	protein_coding
ENSG00000163283.6	ALPP	chr2	232378534	232382889	protein_coding
ENSG00000163286.6	ALPPL2	chr2	232406843	232410714	protein_coding
ENSG00000003393.13	ALS2	chr2	201700554	201781189	protein_coding
ENSG00000178038.15	ALS2CL	chr3	46668997	46693704	protein_coding
ENSG00000155754.13	ALS2CR11	chr2	201487425	201619178	protein_coding
ENSG00000155749.11	ALS2CR12	chr2	201288271	201357398	protein_coding
ENSG00000180318.3	ALX1	chr12	85280107	85301784	protein_coding
ENSG00000156150.6	ALX3	chr1	110059994	110070700	protein_coding
ENSG00000052850.5	ALX4	chr11	44260444	44310166	protein_coding
ENSG00000183684.7	ALYREF	chr17	81887844	81891586	protein_coding
ENSG00000242110.6	AMACR	chr5	33986178	34008108	protein_coding
ENSG00000178522.13	AMBN	chr4	70592256	70607288	protein_coding
ENSG00000106927.10	AMBP	chr9	114060127	114078472	protein_coding
ENSG00000110497.13	AMBRA1	chr11	46396414	46594125	protein_coding
ENSG00000139344.6	AMDHD1	chr12	95943293	95968716	protein_coding
ENSG00000162066.13	AMDHD2	chr16	2520357	2531422	protein_coding
ENSG00000125363.13	AMELX	chrX	11293413	11300761	protein_coding
ENSG00000099721.12	AMELY	chrY	6865918	6874027	protein_coding
ENSG00000184675.8	AMER1	chrX	64185117	64205744	protein_coding
ENSG00000165566.12	AMER2	chr13	25161684	25172288	protein_coding
ENSG00000178171.9	AMER3	chr2	130755435	130768134	protein_coding
ENSG00000159461.13	AMFR	chr16	56361452	56425538	protein_coding
ENSG00000104899.5	AMH	chr19	2249309	2252073	protein_coding
ENSG00000135409.9	AMHR2	chr12	53423855	53431534	protein_coding
ENSG00000160593.16	AMICA1	chr11	118193740	118225094	protein_coding
ENSG00000181754.6	AMIGO1	chr1	109504175	109509738	protein_coding
ENSG00000139211.6	AMIGO2	chr12	47075707	47079951	protein_coding
ENSG00000176020.8	AMIGO3	chr3	49716834	49719695	protein_coding
ENSG00000101935.8	AMMECR1	chrX	110194186	110440233	protein_coding
ENSG00000144233.8	AMMECR1L	chr2	127861630	127885922	protein_coding
ENSG00000166126.9	AMN	chr14	102922656	102933596	protein_coding
ENSG00000151743.9	AMN1	chr12	31671137	31729174	protein_coding
ENSG00000126016.12	AMOT	chrX	112774503	112840815	protein_coding
ENSG00000166025.16	AMOTL1	chr11	94706431	94876753	protein_coding
ENSG00000114019.13	AMOTL2	chr3	134355874	134375479	protein_coding
ENSG00000116748.18	AMPD1	chr1	114673098	114695618	protein_coding
ENSG00000116337.14	AMPD2	chr1	109616104	109632051	protein_coding
ENSG00000133805.14	AMPD3	chr11	10308313	10507579	protein_coding
ENSG00000078053.15	AMPH	chr7	38383704	38631567	protein_coding
ENSG00000145020.13	AMT	chr3	49416778	49422753	protein_coding
ENSG00000187689.8	AMTN	chr4	70518540	70532742	protein_coding
ENSG00000237763.8	AMY1A	chr1	103655290	103664554	protein_coding
ENSG00000174876.15	AMY1B	chr1	103687415	103696680	protein_coding
ENSG00000187733.6	AMY1C	chr1	103750406	103758690	protein_coding
ENSG00000243480.6	AMY2A	chr1	103616811	103625780	protein_coding
ENSG00000240038.5	AMY2B	chr1	103553815	103579534	protein_coding
ENSG00000174945.12	AMZ1	chr7	2679522	2775500	protein_coding
ENSG00000196704.10	AMZ2	chr17	68247574	68257164	protein_coding
ENSG00000153107.10	ANAPC1	chr2	111766271	111884690	protein_coding
ENSG00000164162.11	ANAPC10	chr4	144967112	145098541	protein_coding
ENSG00000141552.16	ANAPC11	chr17	81890790	81900991	protein_coding
ENSG00000129055.11	ANAPC13	chr3	134477706	134486716	protein_coding
ENSG00000110200.7	ANAPC15	chr11	72106378	72112780	protein_coding
ENSG00000166295.7	ANAPC16	chr10	72216000	72235860	protein_coding
ENSG00000176248.8	ANAPC2	chr9	137174784	137188549	protein_coding
ENSG00000053900.9	ANAPC4	chr4	25377213	25418498	protein_coding
ENSG00000089053.11	ANAPC5	chr12	121308245	121399896	protein_coding
ENSG00000196510.11	ANAPC7	chr12	110372900	110403730	protein_coding
ENSG00000214274.8	ANG	chr14	20684177	20698971	protein_coding
ENSG00000013523.8	ANGEL1	chr14	76786178	76826246	protein_coding
ENSG00000174606.11	ANGEL2	chr1	212992182	213015826	protein_coding
ENSG00000154188.8	ANGPT1	chr8	107249482	107498055	protein_coding
ENSG00000091879.12	ANGPT2	chr8	6499651	6563409	protein_coding
ENSG00000101280.7	ANGPT4	chr20	869899	916317	protein_coding
ENSG00000116194.11	ANGPTL1	chr1	178849705	178871052	protein_coding
ENSG00000136859.8	ANGPTL2	chr9	127087332	127122883	protein_coding
ENSG00000132855.4	ANGPTL3	chr1	62597487	62606159	protein_coding
ENSG00000167772.10	ANGPTL4	chr19	8363289	8374373	protein_coding
ENSG00000187151.6	ANGPTL5	chr11	101890674	101916522	protein_coding
ENSG00000130812.9	ANGPTL6	chr19	10092338	10102796	protein_coding
ENSG00000171819.4	ANGPTL7	chr1	11189341	11195981	protein_coding
ENSG00000227059.5	ANHX	chr12	133218312	133236095	protein_coding
ENSG00000029534.18	ANK1	chr8	41653220	41896762	protein_coding
ENSG00000145362.15	ANK2	chr4	112818109	113383740	protein_coding
ENSG00000151150.19	ANK3	chr10	60026298	60733490	protein_coding
ENSG00000151687.13	ANKAR	chr2	189674290	189761193	protein_coding
ENSG00000166839.15	ANKDD1A	chr15	64911902	64958700	protein_coding
ENSG00000189045.12	ANKDD1B	chr5	75611459	75671846	protein_coding
ENSG00000132623.14	ANKEF1	chr20	9986126	10058303	protein_coding
ENSG00000153930.9	ANKFN1	chr17	56110958	56511659	protein_coding
ENSG00000185722.15	ANKFY1	chr17	4163907	4263977	protein_coding
ENSG00000154122.11	ANKH	chr5	14704804	14871778	protein_coding
ENSG00000131503.19	ANKHD1	chr5	140401814	140539856	protein_coding
ENSG00000001629.8	ANKIB1	chr7	92246234	92401384	protein_coding
ENSG00000170209.4	ANKK1	chr11	113387791	113400418	protein_coding
ENSG00000160117.13	ANKLE1	chr19	17281645	17287646	protein_coding
ENSG00000176915.13	ANKLE2	chr12	132725503	132761888	protein_coding
